class_index,Recipe Name,Ingredients,Instructions
111,Shan Tofu Nway,"200g Shan noodles (or any rice noodles), 1 cup chickpea flour (besan), 2 cups water, 2 tablespoons sesame oil, 1 tablespoon soy sauce, 1 teaspoon turmeric powder, 1 teaspoon salt (or to taste), 1 teaspoon garlic minced, 1 tablespoon fresh cilantro chopped, 1 tablespoon green onions chopped, 1 teaspoon chili powder (optional), 1 tablespoon fried garlic (for garnish), 1 tablespoon fried onions (for garnish), lemon wedges (for serving).","Prepare the Noodles: Cook the Shan noodles (or rice noodles) according to the package instructions. Drain and set aside.

Make the Tofu Sauce: In a medium saucepan, combine the chickpea flour, water, turmeric powder, and salt. Stir well to avoid lumps. Cook over medium heat, stirring constantly, until the mixture thickens and becomes smooth, resembling a tofu-like consistency. Once thickened, add sesame oil, soy sauce, and minced garlic. Stir well and cook for another 2-3 minutes to let the flavors blend.

Combine Noodles and Tofu Sauce: Add the cooked noodles into the saucepan with the tofu sauce. Stir well to coat the noodles evenly with the sauce. You can adjust the consistency by adding a bit more water if needed.

Garnish and Serve: Transfer the noodle mixture to a serving bowl. Garnish with fresh cilantro, green onions, fried garlic, and fried onions. Serve with lemon wedges on the side.

Optional: Add chili powder or fresh chili for extra heat if you like."
112,Shwe Yin Aye,"1 cup coconut milk, 2 cups water, ½ cup palm sugar (or brown sugar), 1 tablespoon agar-agar powder, ½ teaspoon salt, 1 tablespoon rose water (optional), 1 cup cooked sago pearls, 1 cup cooked jelly cubes (optional), 1 cup sweetened condensed milk,1 slice soft white bread (cut into cubes), crushed ice (for serving).","Prepare the Jelly: In a saucepan, combine 2 cups of water, palm sugar, and agar-agar powder. Stir well and heat over medium until the sugar dissolves completely. Bring the mixture to a boil, then lower the heat and simmer for about 5 minutes. Pour the mixture into a shallow tray and let it cool to set. Once cooled, cut it into small cubes.

Prepare the Coconut Milk Mixture: In another saucepan, combine coconut milk, salt, and rose water (if using). Heat gently without boiling, stirring occasionally. Once heated through, remove from heat.

Combine the Ingredients: In a serving bowl, layer the cooked sago pearls and jelly cubes. Pour the sweetened coconut milk mixture over the sago and jelly. Stir gently to combine.

Chill and Serve: Place the dessert in the refrigerator to chill for about 30 minutes to an hour, allowing the flavors to meld together.

Serve: Once chilled, serve the Shwe Yin Aye over crushed ice in individual bowls,add cubed bread on top and drizzle with a little sweetened condensed milk on top for extra sweetness."
113,Si Hta Min,"1 cup sticky rice (glutinous rice), 1 ½ cups water, ¼ cup sugar, ½ teaspoon salt, ½ teaspoon turmeric powder, 1 tablespoon sesame seeds (optional), 1 tablespoon roasted peanuts (optional), 1 tablespoon fried shallots (optional), fresh banana slices or mango (optional for serving).","Prepare the Sticky Rice:Start by rinsing 1 cup of sticky rice under cold water. Continue rinsing until the water runs clear to remove excess starch. This ensures the rice becomes sticky and tender during steaming. After rinsing, soak the rice in water for 1-2 hours to allow it to absorb moisture. This step helps to soften the rice. Once soaked, drain the rice thoroughly.

Next, place the soaked rice in a steamer basket lined with cheesecloth or a clean cloth. Steam the rice over boiling water for 20-30 minutes, or until the rice is tender and cooked through. If you don’t have a steamer, you can use a regular pot with a steaming rack or sieve.

Prepare the Turmeric Syrup:While the rice is steaming, prepare the turmeric syrup. In a small saucepan, combine 1 ½ cups of water, ¼ cup of sugar, ½ teaspoon of salt, and ½ teaspoon of turmeric powder. Stir the mixture well and bring it to a simmer over medium heat. Keep stirring occasionally to dissolve the sugar and salt. Once the syrup is hot and the sugar has completely dissolved, remove the saucepan from heat. The turmeric will give the syrup a bright yellow color.

Combine the Rice and Syrup:Once the sticky rice is fully cooked, transfer it to a large mixing bowl. Carefully pour the turmeric syrup over the hot rice while gently stirring to ensure the rice evenly absorbs the syrup. Stir gently so the rice remains sticky and doesn’t break apart. The rice will take on a vibrant yellow color as it absorbs the syrup.

Garnish (Optional):Once the rice is well-mixed with the syrup, you can add optional garnishes. Sprinkle 1 tablespoon of sesame seeds, roasted peanuts, or fried shallots on top for extra texture and flavor. These ingredients add a nice crunch and savory contrast to the sweet rice. You can also add fresh fruit like banana slices or mango for a refreshing, fruity touch.

Serve:Serve the Si Hta Min warm or chilled, depending on your preference. If serving warm, you can simply dish it out and enjoy. If you prefer it chilled, place it in the refrigerator for 30 minutes to 1 hour before serving. It’s a versatile dish that works as a dessert or snack"
114,Tea Leaf Salad,"2 cups tea leaves (fermented), 2 tablespoons oil, 1 tablespoon garlic (minced), 1 tablespoon ginger (minced), 1 tablespoon roasted sesame seeds, 1 tablespoon roasted peanuts, 1 tablespoon fried shallots, 1 tablespoon lime juice, 1 tablespoon fish sauce, 1 tablespoon soy sauce, 1-2 tablespoons chili flakes (optional), 1 tomato (chopped), 1 cucumber (chopped), fresh cilantro (for garnish), 1-2 tablespoons shredded cabbage (optional).","Prepare the Tea Leaves: If using fermented tea leaves (lahpet), rinse them under cold water to remove excess salt and oil. If you're using fresh tea leaves, you'll need to ferment them first by soaking them in a mixture of salt and water for a few days. Once ready, drain the tea leaves well.

Prepare the Ingredients: In a separate pan, heat 2 tablespoons of oil over medium heat. Add the minced garlic and ginger, and sauté until fragrant. Set aside.

Assemble the Salad: In a large bowl, combine the prepared tea leaves, sautéed garlic and ginger, roasted sesame seeds, roasted peanuts, fried shallots, and chopped vegetables like tomato and cucumber. Mix gently to combine.

Season: Add the lime juice, fish sauce, soy sauce, and chili flakes (if using). Stir everything together to coat the tea leaves and vegetables evenly with the dressing.

Garnish: Optionally, top the salad with fresh cilantro and shredded cabbage for added flavor and texture.

Serve: Serve the Tea Leaf Salad immediately, or refrigerate for a short while if you prefer it chilled."
115,Hinn Htoke (Steamed Banana Leaf-wrapped Dish) ,"rice flour,minced meat (pork, chicken, or fish) (optional),chopped onions,grated coconut,chopped vegetables (carrots, mushrooms, or beans),turmeric powder,salt,ground black pepper,garlic (minced),peanut or vegetable oil,Banana leaves for wrapping","Prepare the Ingredients:Soak 1 cup of sticky rice for at least 3 hours or overnight. Dice ½ cup of vegetables (such as mushrooms and carrots). If using protein (chicken or tofu), chop into small pieces.
Prepare the Seasoning:In a bowl, mix ½ teaspoon of turmeric, ½ teaspoon of salt, and 1 tablespoon of sesame oil. Set aside.
Assemble:In a banana leaf, place a scoop of soaked rice, followed by the diced vegetables and protein. Sprinkle some of the seasoning mix on top. Fold the banana leaf securely and tie with a string.
Steam:Place the wrapped packets in a steamer and steam for 40-50 minutes until the rice is fully cooked.
Serve:Unwrap and serve warm.
"
116,Htamin Paung ,"jasmine rice, water, chicken (sliced) (optional), pork belly (thinly sliced) (optional), Chinese sausage (lap cheong, sliced) (optional), firm tofu (cubed) (optional), soy sauce, oyster sauce, dark soy sauce, sugar, sesame oil, cornstarch, garlic (minced), white pepper, scallions (chopped), fried shallots, toasted sesame seeds","Prepare the Ingredients:Cook 2 cups of rice according to package instructions and let it cool (preferably use day-old rice for better texture).Dice 1 small onion, ½ cup of carrots, and ½ cup of peas.Mince 2 cloves of garlic.Optionally, prepare protein such as shrimp, chicken, or tofu, and chop into small pieces.
Prepare the Sauce:In a small bowl, mix together:2 tablespoons of soy sauce,1 tablespoon of oyster sauce (optional),1 teaspoon of sesame oil.Set aside.
Heat the Pan:In a large skillet or wok, heat 2 tablespoons of vegetable oil over medium-high heat.Add the diced onion, carrots, and peas. Cook for about 3-4 minutes until the vegetables are softened.
Cook the Protein (Optional):If using protein (shrimp, chicken, or tofu), add it to the pan and cook until fully cooked through.This should take about 3-4 minutes for shrimp or chicken.Add the Garlic:Add the minced garlic to the pan and cook for another 1 minute until fragrant.Fry the Rice:Push the vegetables and protein to one side of the pan.Add a bit more oil to the empty side if needed, and add the cooked rice.Break up any clumps with a spatula and stir-fry for about 3-4 minutes, allowing the rice to crisp up slightly.Combine and Add Sauce:Pour the prepared sauce over the rice and stir to combine.Continue to stir-fry for another 2-3 minutes, ensuring the rice is evenly coated and heated through.
Optional – Add Eggs:Make a well in the center of the rice, add a little oil, and crack 1-2 eggs into the pan.Scramble them and then mix into the rice.
Serve:Garnish with chopped green onions or cilantro if desired.
erve your Chinese-style Htamin Paung hot."
117,Htamane,"glutinous rice, shredded coconut, roasted peanuts (crushed), sesame seeds, peanut or vegetable oil, jaggery (palm sugar), salt","Prepare the Ingredients:Soak 1 cup of sticky rice for 3 hours. In a separate bowl, mix ½ cup of grated coconut, ½ cup of crushed peanuts, and 2 tablespoons of sugar.
Cook the Rice:In a large pan, cook the soaked sticky rice with 1 cup of water until soft and sticky.
Stir-Fry Everything:Heat ½ cup of sesame oil in a large pan. Add the grated coconut, crushed peanuts, and sugar mixture. Stir in the cooked sticky rice and mix well. Stir continuously until thick and sticky.
Serve:Garnish with roasted sesame seeds. Serve warm."
118,Kauk Nyin Paung (Steamed Sticky Rice with Beans),"glutinous rice, black beans, salt, grated coconut, toasted sesame seeds","Cook the Beans:Boil the soaked black beans until tender.
Steam the Rice:Drain the soaked glutinous rice and mix with cooked beans and salt.Steam for 30-40 minutes until soft.
Serve:Serve warm, topped with grated coconut and toasted sesame seeds."
119,Kaut Nyin Htoke ,"glutinous rice, coconut milk, salt, cooked black beans (or chickpeas), grated coconut, sugar, banana leaves","Prepare the Ingredients:Soak 1 cup of sticky rice overnight. Mix with ½ cup of coconut milk, 2 tablespoons of sugar, and a pinch of salt.
Assemble:Spoon the rice mixture onto banana leaves, wrap securely, and tie with string.
Steam:Steam for 30-40 minutes until the rice is cooked and fragrant.
Serve:Unwrap and enjoy warm."
120,Kaut Nyin Kyi Taut (Sticky Rice Cooked in Bamboo Tubes),"glutinous rice, coconut milk, sugar, salt, grated coconut, black beans, bamboo tubes","Prepare the Ingredients:Soak 1 cup of sticky rice for at least 3 hours. Mix with ½ cup of coconut milk, 2 tablespoons of sugar, and a pinch of salt.
Assemble:Fill bamboo tubes with the rice mixture and seal with banana leaves.
Cook:Roast the bamboo tubes over an open fire or charcoal for about 1 hour, rotating occasionally.
Serve:Crack open the bamboo and serve warm."
121,Kyar Zan Hin,"glass noodles, chicken broth, fish sauce, soy sauce, turmeric powder, black pepper, chicken (sliced), boiled eggs (sliced), onion (sliced), garlic (minced), vegetable oil, chopped cilantro, fried garlic","Prepare the Glass Noodles:Soak the glass noodles in warm water for 10–15 minutes until they soften.Drain and set aside.
Cook the Aromatics:Heat 1 tablespoon oil in a pot over medium heat.Add chopped onions, garlic, and ginger. Sauté until fragrant and slightly golden.
Cook the Protein:Add chicken, shrimp, or tofu and stir-fry until lightly browned.Stir in turmeric powder, chili powder, and white pepper.
Make the Broth:Add the chopped tomato and cook until it softens.Pour in the chicken or vegetable broth and bring to a simmer.Season with fish sauce, light soy sauce, sugar, and salt.Let it simmer for 10–15 minutes to allow flavors to develop.
Add the Vegetables & Noodles:Stir in the shredded cabbage and cook for 2–3 minutes.Add the softened glass noodles and simmer for another 2–3 minutes until the noodles absorb the flavors.
Final Adjustments & Garnish:Squeeze in lime juice for a fresh, tangy finish.Taste and adjust seasoning if needed.
Serve & Enjoy:Ladle the soup into bowls.Garnish with boiled egg slices, fried garlic, crispy shallots, fresh cilantro, and green onions.Serve hot and enjoy this comforting Burmese glass noodle soup!"
